task,status
603214,QueryStatus.SUCCESSED
001202,QueryStatus.SUCCESSED
301189,QueryStatus.EMPTY
300973,QueryStatus.SUCCESSED
301008,QueryStatus.EMPTY
300045,QueryStatus.SUCCESSED
688478,QueryStatus.SUCCESSED
002585,QueryStatus.SUCCESSED
688458,QueryStatus.SUCCESSED
002524,QueryStatus.SUCCESSED
000959,QueryStatus.SUCCESSED
300812,QueryStatus.SUCCESSED
301052,QueryStatus.EMPTY
300750,QueryStatus.SUCCESSED
002542,QueryStatus.SUCCESSED
300780,QueryStatus.SUCCESSED
603390,QueryStatus.SUCCESSED
002553,QueryStatus.SUCCESSED
001218,QueryStatus.SUCCESSED
603081,QueryStatus.SUCCESSED
603630,QueryStatus.SUCCESSED
601689,QueryStatus.SUCCESSED
000812,QueryStatus.SUCCESSED
603776,QueryStatus.SUCCESSED
300306,QueryStatus.SUCCESSED
300642,QueryStatus.SUCCESSED
603193,QueryStatus.SUCCESSED
002691,QueryStatus.SUCCESSED
600803,QueryStatus.SUCCESSED
600119,QueryStatus.SUCCESSED
688568,QueryStatus.SUCCESSED
688060,QueryStatus.SUCCESSED
300822,QueryStatus.SUCCESSED
002031,QueryStatus.SUCCESSED
688138,QueryStatus.SUCCESSED
300137,QueryStatus.SUCCESSED
301292,QueryStatus.EMPTY
603528,QueryStatus.SUCCESSED
301049,QueryStatus.EMPTY
601121,QueryStatus.SUCCESSED
300492,QueryStatus.SUCCESSED
600576,QueryStatus.SUCCESSED
003013,QueryStatus.SUCCESSED
001373,QueryStatus.SUCCESSED
688455,QueryStatus.SUCCESSED
688258,QueryStatus.SUCCESSED
002640,QueryStatus.SUCCESSED
002537,QueryStatus.SUCCESSED
000931,QueryStatus.SUCCESSED
300134,QueryStatus.SUCCESSED
603036,QueryStatus.SUCCESSED
301188,QueryStatus.EMPTY
300773,QueryStatus.SUCCESSED
600824,QueryStatus.SUCCESSED
300040,QueryStatus.SUCCESSED
600478,QueryStatus.SUCCESSED
603286,QueryStatus.SUCCESSED
603721,QueryStatus.SUCCESSED
600616,QueryStatus.SUCCESSED
002049,QueryStatus.SUCCESSED
300226,QueryStatus.SUCCESSED
300859,QueryStatus.SUCCESSED
300427,QueryStatus.SUCCESSED
000955,QueryStatus.SUCCESSED
300753,QueryStatus.SUCCESSED
300405,QueryStatus.SUCCESSED
603665,QueryStatus.SUCCESSED
300288,QueryStatus.SUCCESSED
601882,QueryStatus.SUCCESSED
688055,QueryStatus.SUCCESSED
603788,QueryStatus.SUCCESSED
002396,QueryStatus.SUCCESSED
600409,QueryStatus.SUCCESSED
002430,QueryStatus.SUCCESSED
300768,QueryStatus.SUCCESSED
002405,QueryStatus.SUCCESSED
601996,QueryStatus.SUCCESSED
600962,QueryStatus.SUCCESSED
600815,QueryStatus.SUCCESSED
600814,QueryStatus.SUCCESSED
300523,QueryStatus.SUCCESSED
603068,QueryStatus.SUCCESSED
301112,QueryStatus.EMPTY
301265,QueryStatus.EMPTY
603983,QueryStatus.SUCCESSED
600037,QueryStatus.SUCCESSED
300340,QueryStatus.SUCCESSED
002787,QueryStatus.SUCCESSED
688077,QueryStatus.SUCCESSED
000586,QueryStatus.SUCCESSED
600100,QueryStatus.SUCCESSED
300537,QueryStatus.SUCCESSED
600718,QueryStatus.SUCCESSED
002767,QueryStatus.SUCCESSED
002672,QueryStatus.SUCCESSED
300540,QueryStatus.SUCCESSED
601636,QueryStatus.SUCCESSED
300323,QueryStatus.SUCCESSED
301116,QueryStatus.EMPTY
601328,QueryStatus.SUCCESSED
603583,QueryStatus.SUCCESSED
600676,QueryStatus.SUCCESSED
301439,QueryStatus.EMPTY
000635,QueryStatus.SUCCESSED
600875,QueryStatus.SUCCESSED
002813,QueryStatus.SUCCESSED
300183,QueryStatus.SUCCESSED
002183,QueryStatus.SUCCESSED
001298,QueryStatus.SUCCESSED
600808,QueryStatus.SUCCESSED
300219,QueryStatus.SUCCESSED
601011,QueryStatus.SUCCESSED
002629,QueryStatus.SUCCESSED
603353,QueryStatus.SUCCESSED
601021,QueryStatus.SUCCESSED
301186,QueryStatus.EMPTY
603007,QueryStatus.SUCCESSED
002418,QueryStatus.SUCCESSED
000078,QueryStatus.SUCCESSED
002912,QueryStatus.SUCCESSED
603982,QueryStatus.SUCCESSED
600898,QueryStatus.SUCCESSED
300738,QueryStatus.SUCCESSED
002361,QueryStatus.SUCCESSED
600170,QueryStatus.SUCCESSED
300745,QueryStatus.SUCCESSED
002200,QueryStatus.SUCCESSED
603196,QueryStatus.SUCCESSED
603328,QueryStatus.SUCCESSED
603185,QueryStatus.SUCCESSED
002376,QueryStatus.SUCCESSED
300354,QueryStatus.SUCCESSED
605158,QueryStatus.SUCCESSED
002251,QueryStatus.SUCCESSED
688528,QueryStatus.SUCCESSED
002929,QueryStatus.SUCCESSED
600928,QueryStatus.SUCCESSED
301161,QueryStatus.EMPTY
688196,QueryStatus.SUCCESSED
603177,QueryStatus.SUCCESSED
300571,QueryStatus.SUCCESSED
301197,QueryStatus.EMPTY
000572,QueryStatus.SUCCESSED
688082,QueryStatus.SUCCESSED
301230,QueryStatus.EMPTY
300320,QueryStatus.SUCCESSED
600779,QueryStatus.SUCCESSED
300962,QueryStatus.SUCCESSED
000911,QueryStatus.SUCCESSED
001378,QueryStatus.SUCCESSED
301313,QueryStatus.EMPTY
688016,QueryStatus.SUCCESSED
300946,QueryStatus.SUCCESSED
300992,QueryStatus.SUCCESSED
603109,QueryStatus.SUCCESSED
600258,QueryStatus.SUCCESSED
600219,QueryStatus.SUCCESSED
002973,QueryStatus.SUCCESSED
838227,QueryStatus.EMPTY
603087,QueryStatus.SUCCESSED
600876,QueryStatus.SUCCESSED
300389,QueryStatus.SUCCESSED
002478,QueryStatus.SUCCESSED
601002,QueryStatus.SUCCESSED
301418,QueryStatus.EMPTY
300200,QueryStatus.SUCCESSED
002535,QueryStatus.SUCCESSED
002806,QueryStatus.SUCCESSED
603589,QueryStatus.SUCCESSED
600601,QueryStatus.SUCCESSED
603686,QueryStatus.SUCCESSED
301255,QueryStatus.EMPTY
002605,QueryStatus.SUCCESSED
688147,QueryStatus.SUCCESSED
603607,QueryStatus.SUCCESSED
601279,QueryStatus.SUCCESSED
002983,QueryStatus.SUCCESSED
600448,QueryStatus.SUCCESSED
603200,QueryStatus.SUCCESSED
300664,QueryStatus.SUCCESSED
000828,QueryStatus.SUCCESSED
002886,QueryStatus.SUCCESSED
000825,QueryStatus.SUCCESSED
002186,QueryStatus.SUCCESSED
300706,QueryStatus.SUCCESSED
002399,QueryStatus.SUCCESSED
688610,QueryStatus.SUCCESSED
000546,QueryStatus.SUCCESSED
300708,QueryStatus.SUCCESSED
300473,QueryStatus.SUCCESSED
002520,QueryStatus.SUCCESSED
300607,QueryStatus.SUCCESSED
300059,QueryStatus.SUCCESSED
600552,QueryStatus.SUCCESSED
688061,QueryStatus.SUCCESSED
300319,QueryStatus.SUCCESSED
300984,QueryStatus.SUCCESSED
301296,QueryStatus.EMPTY
600826,QueryStatus.SUCCESSED
300033,QueryStatus.SUCCESSED
605336,QueryStatus.SUCCESSED
300942,QueryStatus.SUCCESSED
002871,QueryStatus.SUCCESSED
605338,QueryStatus.SUCCESSED
601963,QueryStatus.SUCCESSED
300170,QueryStatus.SUCCESSED
002657,QueryStatus.SUCCESSED
002446,QueryStatus.SUCCESSED
300638,QueryStatus.SUCCESSED
688233,QueryStatus.SUCCESSED
300839,QueryStatus.SUCCESSED
001330,QueryStatus.SUCCESSED
600016,QueryStatus.SUCCESSED
002972,QueryStatus.SUCCESSED
601666,QueryStatus.SUCCESSED
600546,QueryStatus.SUCCESSED
300153,QueryStatus.SUCCESSED
603920,QueryStatus.SUCCESSED
300658,QueryStatus.SUCCESSED
601019,QueryStatus.SUCCESSED
002494,QueryStatus.SUCCESSED
002690,QueryStatus.SUCCESSED
300403,QueryStatus.SUCCESSED
601811,QueryStatus.SUCCESSED
000937,QueryStatus.SUCCESSED
000488,QueryStatus.SUCCESSED
301151,QueryStatus.EMPTY
601518,QueryStatus.SUCCESSED
002556,QueryStatus.SUCCESSED
002272,QueryStatus.SUCCESSED
301118,QueryStatus.EMPTY
600610,QueryStatus.SUCCESSED
688150,QueryStatus.SUCCESSED
300230,QueryStatus.SUCCESSED
000707,QueryStatus.SUCCESSED
000948,QueryStatus.SUCCESSED
600698,QueryStatus.SUCCESSED
002132,QueryStatus.SUCCESSED
000691,QueryStatus.SUCCESSED
688047,QueryStatus.SUCCESSED
300274,QueryStatus.SUCCESSED
603990,QueryStatus.SUCCESSED
603995,QueryStatus.SUCCESSED
300484,QueryStatus.SUCCESSED
002741,QueryStatus.SUCCESSED
601319,QueryStatus.SUCCESSED
600935,QueryStatus.SUCCESSED
002584,QueryStatus.SUCCESSED
002421,QueryStatus.SUCCESSED
600624,QueryStatus.SUCCESSED
688981,QueryStatus.SUCCESSED
603768,QueryStatus.SUCCESSED
002423,QueryStatus.SUCCESSED
601222,QueryStatus.SUCCESSED
603137,QueryStatus.SUCCESSED
600389,QueryStatus.SUCCESSED
688323,QueryStatus.SUCCESSED
688279,QueryStatus.SUCCESSED
002613,QueryStatus.SUCCESSED
603815,QueryStatus.SUCCESSED
605299,QueryStatus.SUCCESSED
603012,QueryStatus.SUCCESSED
002877,QueryStatus.SUCCESSED
300943,QueryStatus.SUCCESSED
001266,QueryStatus.SUCCESSED
300371,QueryStatus.SUCCESSED
688383,QueryStatus.SUCCESSED
600883,QueryStatus.SUCCESSED
603344,QueryStatus.EMPTY
300657,QueryStatus.SUCCESSED
300022,QueryStatus.SUCCESSED
000055,QueryStatus.SUCCESSED
301018,QueryStatus.EMPTY
688591,QueryStatus.SUCCESSED
603138,QueryStatus.SUCCESSED
600354,QueryStatus.SUCCESSED
870726,QueryStatus.EMPTY
300014,QueryStatus.SUCCESSED
600653,QueryStatus.SUCCESSED
002323,QueryStatus.SUCCESSED
603052,QueryStatus.SUCCESSED
601007,QueryStatus.SUCCESSED
002458,QueryStatus.SUCCESSED
600688,QueryStatus.SUCCESSED
601156,QueryStatus.SUCCESSED
603960,QueryStatus.SUCCESSED
300448,QueryStatus.SUCCESSED
000530,QueryStatus.SUCCESSED
000007,QueryStatus.SUCCESSED
002228,QueryStatus.SUCCESSED
002195,QueryStatus.SUCCESSED
603759,QueryStatus.SUCCESSED
873132,QueryStatus.EMPTY
002406,QueryStatus.SUCCESSED
603259,QueryStatus.SUCCESSED
002875,QueryStatus.SUCCESSED
000561,QueryStatus.SUCCESSED
688056,QueryStatus.SUCCESSED
002060,QueryStatus.SUCCESSED
002988,QueryStatus.SUCCESSED
603949,QueryStatus.SUCCESSED
300729,QueryStatus.SUCCESSED
688216,QueryStatus.SUCCESSED
603696,QueryStatus.SUCCESSED
688683,QueryStatus.SUCCESSED
300375,QueryStatus.SUCCESSED
002523,QueryStatus.SUCCESSED
688022,QueryStatus.SUCCESSED
600764,QueryStatus.SUCCESSED
300352,QueryStatus.SUCCESSED
600556,QueryStatus.SUCCESSED
600265,QueryStatus.SUCCESSED
301006,QueryStatus.EMPTY
600293,QueryStatus.SUCCESSED
300809,QueryStatus.SUCCESSED
002702,QueryStatus.SUCCESSED
000929,QueryStatus.SUCCESSED
688678,QueryStatus.SUCCESSED
603980,QueryStatus.SUCCESSED
600105,QueryStatus.SUCCESSED
603278,QueryStatus.SUCCESSED
603909,QueryStatus.SUCCESSED
300694,QueryStatus.SUCCESSED
301092,QueryStatus.EMPTY
601999,QueryStatus.SUCCESSED
603060,QueryStatus.SUCCESSED
000016,QueryStatus.SUCCESSED
000985,QueryStatus.SUCCESSED
002106,QueryStatus.SUCCESSED
002164,QueryStatus.SUCCESSED
002357,QueryStatus.SUCCESSED
001230,QueryStatus.SUCCESSED
830974,QueryStatus.EMPTY
600959,QueryStatus.SUCCESSED
002024,QueryStatus.SUCCESSED
301051,QueryStatus.EMPTY
300806,QueryStatus.SUCCESSED
301075,QueryStatus.EMPTY
002348,QueryStatus.SUCCESSED
002138,QueryStatus.SUCCESSED
002987,QueryStatus.SUCCESSED
600197,QueryStatus.SUCCESSED
000528,QueryStatus.SUCCESSED
600721,QueryStatus.SUCCESSED
301002,QueryStatus.EMPTY
300259,QueryStatus.SUCCESSED
603779,QueryStatus.SUCCESSED
603159,QueryStatus.SUCCESSED
300582,QueryStatus.SUCCESSED
600714,QueryStatus.SUCCESSED
002669,QueryStatus.SUCCESSED
002126,QueryStatus.SUCCESSED
601825,QueryStatus.SUCCESSED
003010,QueryStatus.SUCCESSED
601600,QueryStatus.SUCCESSED
300565,QueryStatus.SUCCESSED
301262,QueryStatus.EMPTY
300545,QueryStatus.SUCCESSED
301280,QueryStatus.EMPTY
600501,QueryStatus.SUCCESSED
600433,QueryStatus.SUCCESSED
600249,QueryStatus.SUCCESSED
300281,QueryStatus.SUCCESSED
688329,QueryStatus.SUCCESSED
300586,QueryStatus.SUCCESSED
300063,QueryStatus.SUCCESSED
300557,QueryStatus.SUCCESSED
301152,QueryStatus.EMPTY
300622,QueryStatus.SUCCESSED
603843,QueryStatus.SUCCESSED
002092,QueryStatus.SUCCESSED
600990,QueryStatus.SUCCESSED
300782,QueryStatus.SUCCESSED
002224,QueryStatus.SUCCESSED
688602,QueryStatus.SUCCESSED
603122,QueryStatus.SUCCESSED
000062,QueryStatus.SUCCESSED
002841,QueryStatus.SUCCESSED
003007,QueryStatus.SUCCESSED
688662,QueryStatus.SUCCESSED
603301,QueryStatus.SUCCESSED
002573,QueryStatus.SUCCESSED
002386,QueryStatus.SUCCESSED
603703,QueryStatus.SUCCESSED
300474,QueryStatus.SUCCESSED
688010,QueryStatus.SUCCESSED
003003,QueryStatus.SUCCESSED
601818,QueryStatus.SUCCESSED
002570,QueryStatus.SUCCESSED
300378,QueryStatus.SUCCESSED
600651,QueryStatus.SUCCESSED
603160,QueryStatus.SUCCESSED
688432,QueryStatus.SUCCESSED
600010,QueryStatus.SUCCESSED
603661,QueryStatus.SUCCESSED
300760,QueryStatus.SUCCESSED
300572,QueryStatus.SUCCESSED
600073,QueryStatus.SUCCESSED
601118,QueryStatus.SUCCESSED
300070,QueryStatus.SUCCESSED
603095,QueryStatus.SUCCESSED
300640,QueryStatus.SUCCESSED
688513,QueryStatus.SUCCESSED
300512,QueryStatus.SUCCESSED
600960,QueryStatus.SUCCESSED
600588,QueryStatus.SUCCESSED
688435,QueryStatus.SUCCESSED
003036,QueryStatus.SUCCESSED
301319,QueryStatus.EMPTY
603010,QueryStatus.SUCCESSED
002210,QueryStatus.SUCCESSED
000953,QueryStatus.SUCCESSED
603798,QueryStatus.SUCCESSED
600663,QueryStatus.SUCCESSED
002159,QueryStatus.SUCCESSED
600837,QueryStatus.SUCCESSED
000669,QueryStatus.SUCCESSED
605018,QueryStatus.SUCCESSED
688130,QueryStatus.SUCCESSED
300303,QueryStatus.SUCCESSED
688600,QueryStatus.SUCCESSED
002161,QueryStatus.SUCCESSED
603324,QueryStatus.SUCCESSED
688350,QueryStatus.SUCCESSED
688557,QueryStatus.SUCCESSED
603282,QueryStatus.SUCCESSED
600637,QueryStatus.SUCCESSED
002696,QueryStatus.SUCCESSED
301312,QueryStatus.EMPTY
600476,QueryStatus.SUCCESSED
600769,QueryStatus.SUCCESSED
688209,QueryStatus.SUCCESSED
002093,QueryStatus.SUCCESSED
301180,QueryStatus.EMPTY
003027,QueryStatus.SUCCESSED
300499,QueryStatus.SUCCESSED
002952,QueryStatus.SUCCESSED
600371,QueryStatus.SUCCESSED
600758,QueryStatus.SUCCESSED
601599,QueryStatus.SUCCESSED
000637,QueryStatus.SUCCESSED
300488,QueryStatus.SUCCESSED
300610,QueryStatus.SUCCESSED
603048,QueryStatus.SUCCESSED
300828,QueryStatus.SUCCESSED
688253,QueryStatus.SUCCESSED
300197,QueryStatus.SUCCESSED
002065,QueryStatus.SUCCESSED
301099,QueryStatus.EMPTY
301108,QueryStatus.EMPTY
300788,QueryStatus.SUCCESSED
301221,QueryStatus.EMPTY
300123,QueryStatus.SUCCESSED
600864,QueryStatus.SUCCESSED
002729,QueryStatus.SUCCESSED
002207,QueryStatus.SUCCESSED
002209,QueryStatus.SUCCESSED
301063,QueryStatus.EMPTY
001296,QueryStatus.SUCCESSED
301215,QueryStatus.EMPTY
002836,QueryStatus.SUCCESSED
688485,QueryStatus.SUCCESSED
301138,QueryStatus.EMPTY
002371,QueryStatus.SUCCESSED
688078,QueryStatus.SUCCESSED
688361,QueryStatus.SUCCESSED
300509,QueryStatus.SUCCESSED
002975,QueryStatus.SUCCESSED
601869,QueryStatus.SUCCESSED
603322,QueryStatus.SUCCESSED
301567,QueryStatus.EMPTY
600809,QueryStatus.SUCCESSED
002036,QueryStatus.SUCCESSED
830839,QueryStatus.EMPTY
300713,QueryStatus.SUCCESSED
002232,QueryStatus.SUCCESSED
300863,QueryStatus.SUCCESSED
600754,QueryStatus.SUCCESSED
002213,QueryStatus.SUCCESSED
688267,QueryStatus.SUCCESSED
002942,QueryStatus.SUCCESSED
300351,QueryStatus.SUCCESSED
834599,QueryStatus.EMPTY
300077,QueryStatus.SUCCESSED
688380,QueryStatus.SUCCESSED
605056,QueryStatus.SUCCESSED
833575,QueryStatus.EMPTY
002367,QueryStatus.SUCCESSED
688201,QueryStatus.SUCCESSED
603868,QueryStatus.SUCCESSED
300331,QueryStatus.SUCCESSED
002780,QueryStatus.SUCCESSED
603011,QueryStatus.SUCCESSED
300651,QueryStatus.SUCCESSED
605288,QueryStatus.SUCCESSED
000915,QueryStatus.SUCCESSED
301290,QueryStatus.EMPTY
300471,QueryStatus.SUCCESSED
002816,QueryStatus.SUCCESSED
300559,QueryStatus.SUCCESSED
688002,QueryStatus.SUCCESSED
688468,QueryStatus.SUCCESSED
603839,QueryStatus.SUCCESSED
600792,QueryStatus.SUCCESSED
002131,QueryStatus.SUCCESSED
001318,QueryStatus.SUCCESSED
002436,QueryStatus.SUCCESSED
000778,QueryStatus.SUCCESSED
688335,QueryStatus.SUCCESSED
300858,QueryStatus.SUCCESSED
600039,QueryStatus.SUCCESSED
601698,QueryStatus.SUCCESSED
603917,QueryStatus.SUCCESSED
002301,QueryStatus.SUCCESSED
603609,QueryStatus.SUCCESSED
430017,QueryStatus.EMPTY
600679,QueryStatus.SUCCESSED
600184,QueryStatus.SUCCESSED
600229,QueryStatus.SUCCESSED
605100,QueryStatus.SUCCESSED
300398,QueryStatus.SUCCESSED
002976,QueryStatus.SUCCESSED
002936,QueryStatus.SUCCESSED
601888,QueryStatus.SUCCESSED
603938,QueryStatus.SUCCESSED
002838,QueryStatus.SUCCESSED
300179,QueryStatus.SUCCESSED
002760,QueryStatus.SUCCESSED
600426,QueryStatus.SUCCESSED
000516,QueryStatus.SUCCESSED
688035,QueryStatus.SUCCESSED
603078,QueryStatus.SUCCESSED
870204,QueryStatus.EMPTY
603629,QueryStatus.SUCCESSED
301309,QueryStatus.EMPTY
002510,QueryStatus.SUCCESSED
605128,QueryStatus.SUCCESSED
688403,QueryStatus.SUCCESSED
600727,QueryStatus.SUCCESSED
000900,QueryStatus.SUCCESSED
600655,QueryStatus.SUCCESSED
601808,QueryStatus.SUCCESSED
002123,QueryStatus.SUCCESSED
600343,QueryStatus.SUCCESSED
300353,QueryStatus.SUCCESSED
002692,QueryStatus.SUCCESSED
688381,QueryStatus.SUCCESSED
600137,QueryStatus.SUCCESSED
600895,QueryStatus.SUCCESSED
603822,QueryStatus.SUCCESSED
872953,QueryStatus.EMPTY
301217,QueryStatus.EMPTY
601798,QueryStatus.SUCCESSED
300963,QueryStatus.SUCCESSED
688589,QueryStatus.SUCCESSED
688581,QueryStatus.SUCCESSED
603083,QueryStatus.SUCCESSED
688103,QueryStatus.SUCCESSED
301096,QueryStatus.EMPTY
603341,QueryStatus.EMPTY
603595,QueryStatus.SUCCESSED
300299,QueryStatus.SUCCESSED
603617,QueryStatus.SUCCESSED
000595,QueryStatus.SUCCESSED
000973,QueryStatus.SUCCESSED
603518,QueryStatus.SUCCESSED
300832,QueryStatus.SUCCESSED
605337,QueryStatus.SUCCESSED
603615,QueryStatus.SUCCESSED
688718,QueryStatus.SUCCESSED
836208,QueryStatus.EMPTY
000553,QueryStatus.SUCCESSED
600628,QueryStatus.SUCCESSED
002295,QueryStatus.SUCCESSED
688207,QueryStatus.SUCCESSED
831370,QueryStatus.EMPTY
603319,QueryStatus.SUCCESSED
000555,QueryStatus.SUCCESSED
688479,QueryStatus.SUCCESSED
605108,QueryStatus.SUCCESSED
300985,QueryStatus.SUCCESSED
002670,QueryStatus.SUCCESSED
600207,QueryStatus.SUCCESSED
002762,QueryStatus.SUCCESSED
002583,QueryStatus.SUCCESSED
002337,QueryStatus.SUCCESSED
002454,QueryStatus.SUCCESSED
002682,QueryStatus.SUCCESSED
601288,QueryStatus.SUCCESSED
002808,QueryStatus.SUCCESSED
002155,QueryStatus.SUCCESSED
300017,QueryStatus.SUCCESSED
603918,QueryStatus.SUCCESSED
001256,QueryStatus.SUCCESSED
603809,QueryStatus.SUCCESSED
603318,QueryStatus.SUCCESSED
688286,QueryStatus.SUCCESSED
603767,QueryStatus.SUCCESSED
688418,QueryStatus.SUCCESSED
002286,QueryStatus.SUCCESSED
002347,QueryStatus.SUCCESSED
000710,QueryStatus.SUCCESSED
601988,QueryStatus.SUCCESSED
601868,QueryStatus.SUCCESSED
002175,QueryStatus.SUCCESSED
300877,QueryStatus.SUCCESSED
300444,QueryStatus.SUCCESSED
001367,QueryStatus.SUCCESSED
300113,QueryStatus.SUCCESSED
600187,QueryStatus.SUCCESSED
603790,QueryStatus.SUCCESSED
000988,QueryStatus.SUCCESSED
688533,QueryStatus.SUCCESSED
301276,QueryStatus.EMPTY
002722,QueryStatus.SUCCESSED
300660,QueryStatus.SUCCESSED
688459,QueryStatus.SUCCESSED
430510,QueryStatus.EMPTY
603803,QueryStatus.SUCCESSED
601921,QueryStatus.SUCCESSED
600352,QueryStatus.SUCCESSED
300152,QueryStatus.SUCCESSED
002346,QueryStatus.SUCCESSED
002387,QueryStatus.SUCCESSED
600107,QueryStatus.SUCCESSED
000066,QueryStatus.SUCCESSED
301110,QueryStatus.EMPTY
688593,QueryStatus.SUCCESSED
300166,QueryStatus.SUCCESSED
301373,QueryStatus.EMPTY
300498,QueryStatus.SUCCESSED
300634,QueryStatus.SUCCESSED
002527,QueryStatus.SUCCESSED
300613,QueryStatus.SUCCESSED
688318,QueryStatus.SUCCESSED
001387,QueryStatus.EMPTY
603533,QueryStatus.SUCCESSED
603895,QueryStatus.SUCCESSED
603928,QueryStatus.SUCCESSED
300612,QueryStatus.SUCCESSED
688556,QueryStatus.SUCCESSED
688385,QueryStatus.SUCCESSED
002144,QueryStatus.SUCCESSED
600986,QueryStatus.SUCCESSED
002885,QueryStatus.SUCCESSED
300775,QueryStatus.SUCCESSED
002490,QueryStatus.SUCCESSED
300804,QueryStatus.SUCCESSED
600745,QueryStatus.SUCCESSED
002566,QueryStatus.SUCCESSED
000731,QueryStatus.SUCCESSED
002634,QueryStatus.SUCCESSED
601933,QueryStatus.SUCCESSED
002022,QueryStatus.SUCCESSED
301332,QueryStatus.EMPTY
600735,QueryStatus.SUCCESSED
600232,QueryStatus.SUCCESSED
300184,QueryStatus.SUCCESSED
300088,QueryStatus.SUCCESSED
300915,QueryStatus.SUCCESSED
601801,QueryStatus.SUCCESSED
603919,QueryStatus.SUCCESSED
603296,QueryStatus.SUCCESSED
600128,QueryStatus.SUCCESSED
603299,QueryStatus.SUCCESSED
300328,QueryStatus.SUCCESSED
600117,QueryStatus.SUCCESSED
300678,QueryStatus.SUCCESSED
300182,QueryStatus.SUCCESSED
000537,QueryStatus.SUCCESSED
688111,QueryStatus.SUCCESSED
688148,QueryStatus.SUCCESSED
002492,QueryStatus.SUCCESSED
300454,QueryStatus.SUCCESSED
600299,QueryStatus.SUCCESSED
688186,QueryStatus.SUCCESSED
600963,QueryStatus.SUCCESSED
301127,QueryStatus.EMPTY
300808,QueryStatus.SUCCESSED
603233,QueryStatus.SUCCESSED
603888,QueryStatus.SUCCESSED
603719,QueryStatus.SUCCESSED
605318,QueryStatus.SUCCESSED
603399,QueryStatus.SUCCESSED
688283,QueryStatus.SUCCESSED
000801,QueryStatus.SUCCESSED
002082,QueryStatus.SUCCESSED
300144,QueryStatus.SUCCESSED
832023,QueryStatus.EMPTY
603380,QueryStatus.SUCCESSED
301007,QueryStatus.EMPTY
300507,QueryStatus.SUCCESSED
688370,QueryStatus.SUCCESSED
001319,QueryStatus.SUCCESSED
603321,QueryStatus.SUCCESSED
603298,QueryStatus.SUCCESSED
002249,QueryStatus.SUCCESSED
601615,QueryStatus.SUCCESSED
300422,QueryStatus.SUCCESSED
300595,QueryStatus.SUCCESSED
300821,QueryStatus.SUCCESSED
300978,QueryStatus.SUCCESSED
002239,QueryStatus.SUCCESSED
603058,QueryStatus.SUCCESSED
000983,QueryStatus.SUCCESSED
601398,QueryStatus.SUCCESSED
002185,QueryStatus.SUCCESSED
688206,QueryStatus.SUCCESSED
300010,QueryStatus.SUCCESSED
003041,QueryStatus.SUCCESSED
002554,QueryStatus.SUCCESSED
600292,QueryStatus.SUCCESSED
603329,QueryStatus.SUCCESSED
000503,QueryStatus.SUCCESSED
301421,QueryStatus.EMPTY
605598,QueryStatus.SUCCESSED
601688,QueryStatus.SUCCESSED
000786,QueryStatus.SUCCESSED
600198,QueryStatus.SUCCESSED
002880,QueryStatus.SUCCESSED
002152,QueryStatus.SUCCESSED
300503,QueryStatus.SUCCESSED
601968,QueryStatus.SUCCESSED
300908,QueryStatus.SUCCESSED
300364,QueryStatus.SUCCESSED
600562,QueryStatus.SUCCESSED
600233,QueryStatus.SUCCESSED
300566,QueryStatus.SUCCESSED
002255,QueryStatus.SUCCESSED
300936,QueryStatus.SUCCESSED
300552,QueryStatus.SUCCESSED
688013,QueryStatus.SUCCESSED
688009,QueryStatus.SUCCESSED
002157,QueryStatus.SUCCESSED
000159,QueryStatus.SUCCESSED
300011,QueryStatus.SUCCESSED
870656,QueryStatus.EMPTY
000802,QueryStatus.SUCCESSED
000788,QueryStatus.SUCCESSED
301489,QueryStatus.EMPTY
603102,QueryStatus.SUCCESSED
002029,QueryStatus.SUCCESSED
600975,QueryStatus.SUCCESSED
002319,QueryStatus.SUCCESSED
300225,QueryStatus.SUCCESSED
300148,QueryStatus.SUCCESSED
600768,QueryStatus.SUCCESSED
300681,QueryStatus.SUCCESSED
001223,QueryStatus.SUCCESSED
301355,QueryStatus.EMPTY
600725,QueryStatus.SUCCESSED
605167,QueryStatus.SUCCESSED
002649,QueryStatus.SUCCESSED
688026,QueryStatus.SUCCESSED
603496,QueryStatus.SUCCESSED
300508,QueryStatus.SUCCESSED
300207,QueryStatus.SUCCESSED
002777,QueryStatus.SUCCESSED
000596,QueryStatus.SUCCESSED
600602,QueryStatus.SUCCESSED
301181,QueryStatus.EMPTY
600705,QueryStatus.SUCCESSED
000025,QueryStatus.SUCCESSED
688325,QueryStatus.SUCCESSED
000700,QueryStatus.SUCCESSED
300674,QueryStatus.SUCCESSED
600579,QueryStatus.SUCCESSED
002243,QueryStatus.SUCCESSED
002996,QueryStatus.SUCCESSED
600403,QueryStatus.SUCCESSED
600278,QueryStatus.SUCCESSED
836260,QueryStatus.EMPTY
002658,QueryStatus.SUCCESSED
600595,QueryStatus.SUCCESSED
002170,QueryStatus.SUCCESSED
688217,QueryStatus.SUCCESSED
002714,QueryStatus.SUCCESSED
001333,QueryStatus.SUCCESSED
600387,QueryStatus.SUCCESSED
002248,QueryStatus.SUCCESSED
002578,QueryStatus.SUCCESSED
600520,QueryStatus.SUCCESSED
603345,QueryStatus.SUCCESSED
600586,QueryStatus.SUCCESSED
000713,QueryStatus.SUCCESSED
